F1,F2,Class,F3,F4
27.58249357,34.34176359,Periphery,BT_S2,Immune
32.25499105,24.56086014,Periphery,BT_S2,Immune
35.19593983,32.56957397,Periphery,BT_S2,Immune
29.45659711,37.3147119,Periphery,BT_S2,Immune
26.11802575,45.26356547,Periphery,BT_S2,Immune
27.92814634,31.39719883,Periphery,BT_S2,Immune
39.80245593,37.71373808,Periphery,BT_S2,Immune
46.00277415,38.52887218,Periphery,BT_S2,Immune
31.91370259,29.8234291,Periphery,BT_S2,Immune
27.17768335,24.68341994,Periphery,BT_S2,Immune
38.60769421,34.2895115,Periphery,BT_S2,Immune
35.92954969,36.75252095,Periphery,BT_S2,Immune
35.2182667,39.80338571,Periphery,BT_S2,Immune
28.08635566,42.98036417,Periphery,BT_S2,Immune
33.63060075,46.54500688,Periphery,BT_S2,Immune
33.79743716,30.33571351,Periphery,BT_S2,Immune
30.10539287,29.67667149,Periphery,BT_S2,Immune
35.9122182,44.03966726,Periphery,BT_S2,Immune
33.5551187,28.59155695,Periphery,BT_S2,Immune
-1.209877539,-56.7097664,Periphery,BT_S2,Neoplastic
29.18790858,13.99444578,Periphery,BT_S2,Immune
36.7800537,35.49364196,Periphery,BT_S2,Immune
36.97026823,35.93682513,Periphery,BT_S2,Immune
30.99425401,31.58381796,Periphery,BT_S2,Immune
34.33634361,31.36534578,Periphery,BT_S2,Immune
26.06112875,39.75189442,Periphery,BT_S2,Immune
-0.474227175,9.356104866,Periphery,BT_S2,Immune
27.58749826,31.86862778,Periphery,BT_S2,Immune
36.29955977,28.59272008,Periphery,BT_S2,Immune
27.02884349,45.29640234,Periphery,BT_S2,Immune
37.84910071,22.42746164,Periphery,BT_S2,Immune
40.48666111,35.05233144,Periphery,BT_S2,Immune
36.37680707,38.47516911,Periphery,BT_S2,Immune
35.91353088,31.86581963,Periphery,BT_S2,Immune
35.49718302,41.85218313,Periphery,BT_S2,Immune
39.22833815,26.5614245,Periphery,BT_S2,Immune
33.05873632,31.40036059,Periphery,BT_S2,Immune
33.04751742,39.30000256,Periphery,BT_S2,Immune
25.7089904,11.35018189,Periphery,BT_S2,Immune
30.28947149,29.79247512,Periphery,BT_S2,Immune
35.87022263,29.59037067,Periphery,BT_S2,Immune
35.05511151,20.50125766,Periphery,BT_S2,Immune
32.20575075,23.46920432,Periphery,BT_S2,Immune
31.43750562,33.1112791,Periphery,BT_S2,Immune
27.71892379,35.11619487,Periphery,BT_S2,Immune
36.50815945,31.27131973,Periphery,BT_S2,Immune
20.84764352,25.22636615,Periphery,BT_S2,Immune
35.88396157,33.30536901,Periphery,BT_S2,Immune
27.57634601,41.5892552,Periphery,BT_S2,Immune
38.74935759,35.38282236,Periphery,BT_S2,Immune
29.57257268,16.23185039,Periphery,BT_S2,Immune
33.34343822,32.82174984,Periphery,BT_S2,Immune
29.08901362,36.71471967,Periphery,BT_S2,Immune
29.65475649,36.98397347,Periphery,BT_S2,Immune
38.76675307,33.08934985,Periphery,BT_S2,Immune
39.9642243,42.31801511,Periphery,BT_S2,Immune
28.664774,28.8061109,Periphery,BT_S2,Immune
33.25157223,31.72817109,Periphery,BT_S2,Immune
38.13471015,35.21549612,Periphery,BT_S2,Immune
30.3579707,30.47990871,Periphery,BT_S2,Immune
29.30271586,32.6972511,Periphery,BT_S2,Immune
32.10099473,26.03553965,Periphery,BT_S2,Immune
34.32620468,33.3024122,Periphery,BT_S2,Immune
35.55706408,33.16830406,Periphery,BT_S2,Immune
40.37479801,33.4894817,Periphery,BT_S2,Immune
33.34788662,23.07892065,Periphery,BT_S2,Immune
31.38097243,27.86175403,Periphery,BT_S2,Immune
32.60754716,34.162333,Periphery,BT_S2,Immune
34.86212077,32.36152699,Periphery,BT_S2,Immune
29.08267119,14.53618729,Periphery,BT_S2,Immune
37.64131475,42.19690563,Periphery,BT_S2,Immune
42.58701164,28.62435227,Periphery,BT_S2,Immune
32.1435172,36.22613086,Periphery,BT_S2,Immune
32.62440069,42.56268086,Periphery,BT_S2,Immune
24.87079802,10.28382258,Periphery,BT_S2,Immune
31.02139927,33.20205586,Periphery,BT_S2,Immune
32.29438942,35.44403234,Periphery,BT_S2,Immune
25.53782496,11.53948104,Periphery,BT_S2,Immune
30.48805972,25.03469084,Periphery,BT_S2,Immune
32.2223966,33.08710433,Periphery,BT_S2,Immune
35.35585284,37.53292568,Periphery,BT_S2,Immune
32.71452976,26.84784155,Periphery,BT_S2,Immune
38.88632798,31.63885429,Periphery,BT_S2,Immune
32.4736949,32.63416729,Periphery,BT_S2,Immune
28.15003883,33.44123286,Periphery,BT_S2,Immune
39.54477637,37.79875312,Periphery,BT_S2,Immune
29.4025788,43.61489879,Periphery,BT_S2,Immune
34.20684568,35.38386015,Periphery,BT_S2,Immune
27.35934522,11.72833207,Periphery,BT_S2,Immune
23.70335167,11.33196627,Periphery,BT_S2,Immune
32.55855449,21.932887,Periphery,BT_S2,Immune
38.24428622,43.248842,Periphery,BT_S2,Immune
34.22436458,46.13187981,Periphery,BT_S2,Immune
37.34987855,38.32283782,Periphery,BT_S2,Immune
29.9847674,35.93484689,Periphery,BT_S2,Immune
37.39841237,37.19434884,Periphery,BT_S2,Immune
33.09056828,32.69919114,Periphery,BT_S2,Immune
38.02890075,38.79816681,Periphery,BT_S2,Immune
34.23849512,34.55785007,Periphery,BT_S2,Immune
30.95178337,28.00283338,Periphery,BT_S2,Immune
32.97187891,39.29064766,Periphery,BT_S2,Immune
26.50061651,24.88646023,Periphery,BT_S2,Immune
32.23157276,26.07396819,Periphery,BT_S2,Immune
32.10947344,29.24023415,Periphery,BT_S2,Immune
33.61245702,34.00984561,Periphery,BT_S2,Immune
31.87322184,31.50441207,Periphery,BT_S2,Immune
39.725002,42.40625494,Periphery,BT_S2,Immune
35.15853094,25.50185398,Periphery,BT_S2,Immune
32.37610648,28.04962093,Periphery,BT_S2,Immune
32.81771238,28.99537422,Periphery,BT_S2,Immune
-58.49197011,49.21605527,Periphery,BT_S2,opc
-45.80773976,48.7449233,Periphery,BT_S2,opc
-42.67578474,53.47373609,Periphery,BT_S2,opc
-51.48572802,39.76703761,Periphery,BT_S2,opc
-71.2880909,-6.053672037,Periphery,BT_S2,Oligodendrocyte
-70.28456933,-5.278992035,Periphery,BT_S2,Oligodendrocyte
-8.149670431,-44.25873949,Periphery,BT_S2,Neoplastic
-30.24721228,-40.49249295,Periphery,BT_S2,Astrocyte
-48.30637008,47.86378851,Periphery,BT_S2,opc
-23.84082703,-37.17121031,Periphery,BT_S2,Astrocyte
-53.08274347,44.62595305,Periphery,BT_S2,opc
-6.468056475,-42.2686614,Periphery,BT_S2,Neoplastic
-9.252408038,-42.84007376,Periphery,BT_S2,Neoplastic
-8.87542831,-42.87967475,Periphery,BT_S2,Neoplastic
-47.30474446,48.41062507,Periphery,BT_S2,opc
-50.54401599,41.24859326,Periphery,BT_S2,opc
-48.33032685,47.92731271,Periphery,BT_S2,opc
-46.43278647,45.58952656,Periphery,BT_S2,opc
-69.46272107,-5.984038216,Periphery,BT_S2,Oligodendrocyte
-8.759065239,-41.63215202,Periphery,BT_S2,Neoplastic
-26.33425434,-38.18945704,Periphery,BT_S2,Astrocyte
-69.5416711,-4.98786042,Periphery,BT_S2,Oligodendrocyte
-27.11347534,-39.4031219,Periphery,BT_S2,Astrocyte
-49.98218776,47.21052007,Periphery,BT_S2,opc
-53.59037489,55.2539225,Periphery,BT_S2,opc
-48.22837684,41.59080918,Periphery,BT_S2,opc
-28.90737055,-37.73000718,Periphery,BT_S2,Astrocyte
-46.17489919,48.09974702,Periphery,BT_S2,opc
-68.20987406,-5.739496984,Periphery,BT_S2,Oligodendrocyte
-50.08831886,43.38157833,Periphery,BT_S2,opc
-10.42288298,-43.66378989,Periphery,BT_S2,Neoplastic
-44.39339422,50.19901713,Periphery,BT_S2,opc
-8.539426734,-41.89627683,Periphery,BT_S2,Neoplastic
-36.60451801,52.80856027,Periphery,BT_S2,opc
-50.93433267,43.89031924,Periphery,BT_S2,opc
-9.407042886,-44.80784351,Periphery,BT_S2,Neoplastic
-25.27226454,-39.40708935,Periphery,BT_S2,Astrocyte
-8.991290463,-44.7913762,Periphery,BT_S2,Neoplastic
-48.53466083,51.7517114,Periphery,BT_S2,opc
-6.944646666,-44.48433343,Periphery,BT_S2,Neoplastic
-48.29934997,41.47145846,Periphery,BT_S2,opc
-44.91624614,48.98083391,Periphery,BT_S2,opc
-41.63270889,57.39886651,Periphery,BT_S2,opc
-48.83804939,51.48673809,Periphery,BT_S2,opc
-68.93555161,-4.783015044,Periphery,BT_S2,Oligodendrocyte
-53.16451481,45.84502916,Periphery,BT_S2,opc
-9.167986589,-41.58237665,Periphery,BT_S2,Neoplastic
-26.78238612,-36.23494099,Periphery,BT_S2,Astrocyte
-7.714285978,-41.2862402,Periphery,BT_S2,Neoplastic
-7.157386285,-46.19368993,Periphery,BT_S2,Neoplastic
-48.44153991,44.59494566,Periphery,BT_S2,opc
-28.47737877,-39.73349994,Periphery,BT_S2,Astrocyte
-7.959479608,-44.87170267,Periphery,BT_S2,Neoplastic
-52.10644624,40.80510884,Periphery,BT_S2,opc
-8.125538027,-44.31257264,Periphery,BT_S2,Neoplastic
-48.75350229,43.14282975,Periphery,BT_S2,opc
-28.76697798,-36.94819609,Periphery,BT_S2,Astrocyte
-6.683033526,-43.88382768,Periphery,BT_S2,Neoplastic
-10.57705261,-41.93772357,Periphery,BT_S2,Neoplastic
-47.25317538,47.22199756,Periphery,BT_S2,opc
-27.72549769,-41.64101666,Periphery,BT_S2,Astrocyte
-52.95414288,39.5184897,Periphery,BT_S2,opc
-47.5540605,51.76521742,Periphery,BT_S2,opc
-47.42673119,38.7964528,Periphery,BT_S2,opc
-48.82244359,47.03217144,Periphery,BT_S2,opc
-5.945226192,-43.24937666,Periphery,BT_S2,Neoplastic
-50.63332985,42.38086831,Periphery,BT_S2,opc
-47.72889384,42.56431651,Periphery,BT_S2,opc
-29.26941801,-38.05307292,Periphery,BT_S2,Astrocyte
-44.25008777,40.06181599,Periphery,BT_S2,opc
-44.86409249,43.88088735,Periphery,BT_S2,opc
-9.352509107,-43.71290253,Periphery,BT_S2,Neoplastic
-42.82061954,52.80652727,Periphery,BT_S2,opc
-43.32567279,51.3082136,Periphery,BT_S2,opc
-28.87827514,-41.42920792,Periphery,BT_S2,Astrocyte
-29.07410301,-39.19015164,Periphery,BT_S2,Astrocyte
-47.6086568,44.62334287,Periphery,BT_S2,opc
-28.35081006,-39.6751573,Periphery,BT_S2,Astrocyte
-41.23171459,54.3558175,Periphery,BT_S2,opc
-44.06216223,52.26561183,Periphery,BT_S2,opc
-6.884482511,-42.78499768,Periphery,BT_S2,Neoplastic
-52.63665011,41.20599717,Periphery,BT_S2,opc
35.6780229,35.80737915,Periphery,BT_S2,Immune
-42.85951314,55.56947467,Periphery,BT_S2,opc
-51.66963131,43.06577479,Periphery,BT_S2,opc
-41.68602677,51.1057568,Periphery,BT_S2,opc
42.96875686,34.94976025,Periphery,BT_S2,Immune
-8.529750134,-43.30394902,Periphery,BT_S2,Neoplastic
-8.228116432,-44.11824034,Periphery,BT_S2,Neoplastic
-53.3069341,36.84510683,Periphery,BT_S2,opc
-45.06883229,47.27847387,Periphery,BT_S2,opc
-43.54278471,49.14643721,Periphery,BT_S2,opc
-53.91973238,40.52185782,Periphery,BT_S2,opc
-24.7980496,-40.09644431,Periphery,BT_S2,Astrocyte
-27.96568999,-40.24865132,Periphery,BT_S2,Astrocyte
35.69334937,47.64500367,Periphery,BT_S2,Immune
-8.636582879,-42.86371463,Periphery,BT_S2,Neoplastic
-54.8475708,48.25185586,Periphery,BT_S2,opc
-7.921354045,-42.68675694,Periphery,BT_S2,Neoplastic
-9.406856027,-42.39909008,Periphery,BT_S2,Neoplastic
40.19947074,26.29769842,Periphery,BT_S2,Immune
-46.1729521,50.91016285,Periphery,BT_S2,opc
-6.842256687,-44.50260493,Periphery,BT_S2,Neoplastic
-46.10870522,53.68742339,Periphery,BT_S2,opc
-47.60242784,45.32224285,Periphery,BT_S2,opc
-50.43454453,46.30941812,Periphery,BT_S2,opc
-49.01052341,57.16538482,Periphery,BT_S2,opc
-6.75727992,-42.89755255,Periphery,BT_S2,Neoplastic
32.85347539,47.30759549,Periphery,BT_S2,Immune
29.50319034,28.76614941,Periphery,BT_S2,Immune
-42.09452698,49.18062207,Periphery,BT_S2,opc
-28.37117971,-41.26258768,Periphery,BT_S2,Astrocyte
-46.77602076,49.94678264,Periphery,BT_S2,opc
-46.21408549,45.29069058,Periphery,BT_S2,opc
-46.12728384,44.50902779,Periphery,BT_S2,opc
-49.80993708,41.90343067,Periphery,BT_S2,opc
-8.17512555,-43.68622909,Periphery,BT_S2,Neoplastic
-70.40670984,-5.10608376,Periphery,BT_S2,Oligodendrocyte
19.14810911,-71.08547126,Tumor,BT_S2,Neoplastic
-3.347692093,-57.70705218,Tumor,BT_S2,Neoplastic
11.2930798,-74.50973804,Tumor,BT_S2,Neoplastic
16.71011822,-64.92730431,Tumor,BT_S2,Neoplastic
-4.18890032,-60.63336743,Tumor,BT_S2,Neoplastic
6.126103372,-64.32691809,Tumor,BT_S2,Neoplastic
-10.02799134,-47.23673722,Tumor,BT_S2,Neoplastic
-4.829474597,-53.19872371,Tumor,BT_S2,Neoplastic
-5.524794465,-57.31386484,Tumor,BT_S2,Neoplastic
-8.200841554,-47.61802175,Tumor,BT_S2,Neoplastic
4.447594132,-62.82868625,Tumor,BT_S2,Neoplastic
12.53344795,-63.58203654,Tumor,BT_S2,Neoplastic
16.79429016,-72.28840416,Tumor,BT_S2,Neoplastic
11.98202792,-67.91010566,Tumor,BT_S2,Neoplastic
-3.452106548,-53.83008952,Tumor,BT_S2,Neoplastic
13.48114236,-71.01995517,Tumor,BT_S2,Neoplastic
3.791402027,-64.00022879,Tumor,BT_S2,Neoplastic
14.11408711,-64.4371045,Tumor,BT_S2,Neoplastic
-5.594302011,-61.42404552,Tumor,BT_S2,Neoplastic
0.770072233,-69.57403938,Tumor,BT_S2,Neoplastic
-10.44789401,-51.89903484,Tumor,BT_S2,Neoplastic
17.26469214,-66.54651758,Tumor,BT_S2,Neoplastic
3.286156606,-66.34668151,Tumor,BT_S2,Neoplastic
-5.05614335,-52.30512899,Tumor,BT_S2,Neoplastic
5.24910007,-61.88415946,Tumor,BT_S2,Neoplastic
18.79233745,-68.60712792,Tumor,BT_S2,Neoplastic
4.890650543,-60.79619017,Tumor,BT_S2,Neoplastic
-2.273143851,-58.59597544,Tumor,BT_S2,Neoplastic
7.400768941,-62.94482966,Tumor,BT_S2,Neoplastic
16.66176836,-64.39266133,Tumor,BT_S2,Neoplastic
8.451918828,-58.68347164,Tumor,BT_S2,Neoplastic
-3.693955019,-51.23470541,Tumor,BT_S2,Neoplastic
1.643186068,-65.35667683,Tumor,BT_S2,Neoplastic
-5.841245109,-52.7188678,Tumor,BT_S2,Neoplastic
-4.034483261,-57.28656214,Tumor,BT_S2,Neoplastic
4.82381919,-55.17061647,Tumor,BT_S2,Neoplastic
16.85739467,-71.15188618,Tumor,BT_S2,Neoplastic
14.50444673,-68.72275515,Tumor,BT_S2,Neoplastic
16.55869879,-63.70560245,Tumor,BT_S2,Neoplastic
4.513454348,-55.10125844,Tumor,BT_S2,Neoplastic
4.312937758,-69.48285194,Tumor,BT_S2,Neoplastic
6.899211276,-65.72060304,Tumor,BT_S2,Neoplastic
1.460129464,-63.37528777,Tumor,BT_S2,Neoplastic
16.83201482,-67.37162408,Tumor,BT_S2,Neoplastic
1.911224814,-52.01329907,Tumor,BT_S2,Neoplastic
-2.536753445,-61.29811321,Tumor,BT_S2,Neoplastic
-7.530170811,-50.91372254,Tumor,BT_S2,Neoplastic
2.373483699,-63.4761826,Tumor,BT_S2,Neoplastic
11.03587309,-66.17699134,Tumor,BT_S2,Neoplastic
-4.45843876,-50.23965888,Tumor,BT_S2,Neoplastic
8.755285129,-64.23373103,Tumor,BT_S2,Neoplastic
-1.831783628,-53.38974587,Tumor,BT_S2,Neoplastic
-37.32296962,38.04724561,Tumor,BT_S2,opc
15.21094379,-69.10588559,Tumor,BT_S2,Neoplastic
-6.819655639,-49.98134741,Tumor,BT_S2,Neoplastic
-0.953135224,-62.06131847,Tumor,BT_S2,Neoplastic
15.79607376,-69.47268457,Tumor,BT_S2,Neoplastic
-68.98076006,-4.960396078,Tumor,BT_S2,Oligodendrocyte
6.333708753,-67.86792374,Tumor,BT_S2,Neoplastic
4.323400198,-62.65357715,Tumor,BT_S2,Neoplastic
-7.990628413,-55.26329276,Tumor,BT_S2,Neoplastic
4.209014135,-68.90354185,Tumor,BT_S2,Neoplastic
-3.366057795,-62.75823135,Tumor,BT_S2,Neoplastic
-6.884724289,-59.08229287,Tumor,BT_S2,Neoplastic
14.37636969,-64.3830039,Tumor,BT_S2,Neoplastic
-4.565386807,-51.50662294,Tumor,BT_S2,Neoplastic
-5.926269209,-54.71263673,Tumor,BT_S2,Neoplastic
0.901028217,-62.50794048,Tumor,BT_S2,Neoplastic
-5.79125417,-51.12041213,Tumor,BT_S2,Neoplastic
-6.567198806,-57.51540767,Tumor,BT_S2,Neoplastic
6.913114215,-61.2753588,Tumor,BT_S2,Neoplastic
-35.92458948,52.30103915,Tumor,BT_S2,opc
-12.87677656,-52.10573133,Tumor,BT_S2,Neoplastic
-0.606835885,-64.78529565,Tumor,BT_S2,Neoplastic
14.55345813,-67.1187579,Tumor,BT_S2,Neoplastic
3.235175892,-73.8976783,Tumor,BT_S2,Neoplastic
3.848071187,-63.33052257,Tumor,BT_S2,Neoplastic
19.89954803,-68.47269442,Tumor,BT_S2,Neoplastic
11.98089151,-66.93568828,Tumor,BT_S2,Neoplastic
3.292391034,-60.21745233,Tumor,BT_S2,Neoplastic
-6.360468786,-58.92970853,Tumor,BT_S2,Neoplastic
9.803155495,-67.98826602,Tumor,BT_S2,Neoplastic
-2.77441821,-59.32235794,Tumor,BT_S2,Neoplastic
21.1842493,-71.41675735,Tumor,BT_S2,Neoplastic
-5.339758274,-53.2548293,Tumor,BT_S2,Neoplastic
-49.31694519,38.72495384,Tumor,BT_S2,opc
1.609999583,-70.26739539,Tumor,BT_S2,Neoplastic
-3.783966754,-57.21398194,Tumor,BT_S2,Neoplastic
-7.18534413,-51.1470029,Tumor,BT_S2,Neoplastic
18.64523154,-72.02712998,Tumor,BT_S2,Neoplastic
8.85987148,-68.04031184,Tumor,BT_S2,Neoplastic
17.42485977,-69.17979692,Tumor,BT_S2,Neoplastic
2.958814027,-58.87776793,Tumor,BT_S2,Neoplastic
16.65019667,-64.68094935,Tumor,BT_S2,Neoplastic
-2.402206532,-66.70170111,Tumor,BT_S2,Neoplastic
12.27502183,-67.25605882,Tumor,BT_S2,Neoplastic
5.525606328,-70.86768652,Tumor,BT_S2,Neoplastic
6.127330277,-66.67671265,Tumor,BT_S2,Neoplastic
-1.642573758,-51.8179372,Tumor,BT_S2,Neoplastic
-3.978609192,-52.57387251,Tumor,BT_S2,Neoplastic
-5.548854231,-62.00532736,Tumor,BT_S2,Neoplastic
-7.900156101,-52.66237391,Tumor,BT_S2,Neoplastic
-9.666202068,-46.26991607,Tumor,BT_S2,Neoplastic
-4.983964389,-50.377786,Tumor,BT_S2,Neoplastic
17.834461,-69.40228573,Tumor,BT_S2,Neoplastic
4.645387969,-72.11652643,Tumor,BT_S2,Neoplastic
-8.385994817,-52.61258513,Tumor,BT_S2,Neoplastic
12.5069172,-64.12673927,Tumor,BT_S2,Neoplastic
3.938787255,-64.36992444,Tumor,BT_S2,Neoplastic
21.98704577,-69.18063757,Tumor,BT_S2,Neoplastic
-0.240614564,-54.73632503,Tumor,BT_S2,Neoplastic
0.964327073,-68.68178029,Tumor,BT_S2,Neoplastic
5.235629777,-55.25239468,Tumor,BT_S2,Neoplastic
17.63567545,-73.67273526,Tumor,BT_S2,Neoplastic
19.90235774,-68.48735886,Tumor,BT_S2,Neoplastic
-4.592317605,-47.52732741,Tumor,BT_S2,Neoplastic
18.37519303,-70.22253161,Tumor,BT_S2,Neoplastic
4.291073968,-54.04950785,Tumor,BT_S2,Neoplastic
7.182524817,-64.74310716,Tumor,BT_S2,Neoplastic
-11.91515611,-55.59161534,Tumor,BT_S2,Neoplastic
19.9899543,-67.93752364,Tumor,BT_S2,Neoplastic
-10.79657968,-46.07406683,Tumor,BT_S2,Neoplastic
-3.036537315,-49.36753715,Tumor,BT_S2,Neoplastic
1.388952269,-71.82141572,Tumor,BT_S2,Neoplastic
-12.68385584,-52.11930223,Tumor,BT_S2,Neoplastic
-5.633770999,-49.9578832,Tumor,BT_S2,Neoplastic
1.083972793,-52.89353582,Tumor,BT_S2,Neoplastic
-4.785258043,-58.70183701,Tumor,BT_S2,Neoplastic
-8.135519949,-57.10900762,Tumor,BT_S2,Neoplastic
1.190055952,-68.2482791,Tumor,BT_S2,Neoplastic
-8.789856762,-52.89691985,Tumor,BT_S2,Neoplastic
13.37314886,-65.63620207,Tumor,BT_S2,Neoplastic
-0.615924964,-68.65905424,Tumor,BT_S2,Neoplastic
16.20119067,-37.40218198,Tumor,BT_S2,Neoplastic
-2.608002698,-63.6872595,Tumor,BT_S2,Neoplastic
6.736718208,-59.11671066,Tumor,BT_S2,Neoplastic
-10.18474705,-54.27177085,Tumor,BT_S2,Neoplastic
-6.245625664,-63.51137353,Tumor,BT_S2,Neoplastic
-5.653740563,-47.10591793,Tumor,BT_S2,Neoplastic
4.561811762,-63.50116257,Tumor,BT_S2,Neoplastic
7.416661252,-61.47575844,Tumor,BT_S2,Neoplastic
16.67085728,-65.86063084,Tumor,BT_S2,Neoplastic
-0.09784542,-62.98376888,Tumor,BT_S2,Neoplastic
-7.814927954,-57.21905206,Tumor,BT_S2,Neoplastic
-5.547594711,-57.68364014,Tumor,BT_S2,Neoplastic
11.41593252,-75.29566837,Tumor,BT_S2,Neoplastic
-8.953598412,-49.27018768,Tumor,BT_S2,Neoplastic
-6.184917863,-53.67516664,Tumor,BT_S2,Neoplastic
2.259670151,-66.35418296,Tumor,BT_S2,Neoplastic
15.22105478,-67.80653294,Tumor,BT_S2,Neoplastic
20.99749098,-71.30069652,Tumor,BT_S2,Neoplastic
11.15988645,-69.55447174,Tumor,BT_S2,Neoplastic
7.676171619,-60.46984692,Tumor,BT_S2,Neoplastic
-1.678691617,-68.98355126,Tumor,BT_S2,Neoplastic
4.287240261,-66.41562199,Tumor,BT_S2,Neoplastic
-3.450756961,-60.30469456,Tumor,BT_S2,Neoplastic
8.100599706,-69.15523751,Tumor,BT_S2,Neoplastic
4.927085273,-67.55842358,Tumor,BT_S2,Neoplastic
21.02385662,-67.08660017,Tumor,BT_S2,Neoplastic
4.257761034,-67.68099908,Tumor,BT_S2,Neoplastic
-2.122729053,-69.16276748,Tumor,BT_S2,Neoplastic
-44.57906832,38.0892189,Tumor,BT_S2,opc
-1.962141268,-69.28107122,Tumor,BT_S2,Neoplastic
7.483833095,-69.93647072,Tumor,BT_S2,Neoplastic
8.535476006,-72.73951178,Tumor,BT_S2,Neoplastic
0.47393063,-59.09284732,Tumor,BT_S2,Neoplastic
2.730578952,-69.52528426,Tumor,BT_S2,Neoplastic
3.974576164,-68.45344775,Tumor,BT_S2,Neoplastic
0.769292024,-57.11602528,Tumor,BT_S2,Neoplastic
2.683930401,-62.61812374,Tumor,BT_S2,Neoplastic
-35.95592071,52.28879233,Tumor,BT_S2,opc
-1.488939479,-59.82742463,Tumor,BT_S2,Neoplastic
9.921064839,-66.88572097,Tumor,BT_S2,Neoplastic
10.27426224,-64.122796,Tumor,BT_S2,Neoplastic
-5.096634274,-61.80515019,Tumor,BT_S2,Neoplastic
2.516220858,-62.31902321,Tumor,BT_S2,Neoplastic
3.387016403,-68.23024189,Tumor,BT_S2,Neoplastic
3.563872162,-67.39168021,Tumor,BT_S2,Neoplastic
-1.374644127,-68.042276,Tumor,BT_S2,Neoplastic
-2.416480954,-69.20841074,Tumor,BT_S2,Neoplastic
-0.487987576,-70.85851832,Tumor,BT_S2,Neoplastic
-5.654495378,-66.01186849,Tumor,BT_S2,Neoplastic
5.756146424,-70.23566929,Tumor,BT_S2,Neoplastic
-3.660324673,-63.63354149,Tumor,BT_S2,Neoplastic
-2.609419297,-61.66757429,Tumor,BT_S2,Neoplastic
-40.53790389,37.70873769,Tumor,BT_S2,opc
-1.638076295,-60.12939965,Tumor,BT_S2,Neoplastic
1.082000208,-64.43547851,Tumor,BT_S2,Neoplastic
-3.922653164,-61.76481789,Tumor,BT_S2,Neoplastic
-5.024989405,-10.31466161,Tumor,BT_S2,Immune
-42.13996265,40.2201697,Tumor,BT_S2,opc
10.12239188,-62.94798513,Tumor,BT_S2,Neoplastic
12.90769871,-68.0457544,Tumor,BT_S2,Neoplastic
-3.454742115,-61.49515839,Tumor,BT_S2,Neoplastic
6.551267705,-64.45814315,Tumor,BT_S2,Neoplastic
-4.015075055,-65.66568505,Tumor,BT_S2,Neoplastic
-0.440743271,-70.92392549,Tumor,BT_S2,Neoplastic
2.450877959,-68.42747588,Tumor,BT_S2,Neoplastic
1.871326897,-66.88157425,Tumor,BT_S2,Neoplastic
1.853644073,-65.70479873,Tumor,BT_S2,Neoplastic
-44.51315266,41.28603937,Tumor,BT_S2,opc
-2.856960353,-62.55595374,Tumor,BT_S2,Neoplastic
17.89309064,-65.97423535,Tumor,BT_S2,Neoplastic
-4.69697716,-61.63968156,Tumor,BT_S2,Neoplastic
-4.870387493,-57.37281466,Tumor,BT_S2,Neoplastic
-1.864420363,-61.21622601,Tumor,BT_S2,Neoplastic
-2.271731133,-63.25861053,Tumor,BT_S2,Neoplastic
7.626019283,-71.80484547,Tumor,BT_S2,Neoplastic
-42.42175476,39.05768932,Tumor,BT_S2,opc
-1.961081064,-62.67391172,Tumor,BT_S2,Neoplastic
19.08240367,-69.59472115,Tumor,BT_S2,Neoplastic
9.250105187,-69.08051922,Tumor,BT_S2,Neoplastic
4.353371053,-66.43957998,Tumor,BT_S2,Neoplastic
7.231035111,-59.75145179,Tumor,BT_S2,Neoplastic
-42.77785296,40.39086518,Tumor,BT_S2,opc
5.505465944,-63.62795258,Tumor,BT_S2,Neoplastic
0.377792004,-65.34246848,Tumor,BT_S2,Neoplastic
6.987149641,-71.64222488,Tumor,BT_S2,Neoplastic
12.74606294,-67.99836062,Tumor,BT_S2,Neoplastic
0.454860469,-70.49665932,Tumor,BT_S2,Neoplastic
-4.832538714,-62.87106247,Tumor,BT_S2,Neoplastic
-37.33390531,38.01695648,Tumor,BT_S2,opc
14.04504471,-69.61863309,Tumor,BT_S2,Neoplastic
-2.283849028,-66.73607175,Tumor,BT_S2,Neoplastic
-1.569908186,-61.81941235,Tumor,BT_S2,Neoplastic
2.630107005,-63.78364987,Tumor,BT_S2,Neoplastic
8.824625289,-67.30172845,Tumor,BT_S2,Neoplastic
3.887363352,-61.77816321,Tumor,BT_S2,Neoplastic
4.528068171,-69.02986759,Tumor,BT_S2,Neoplastic
-37.49812136,37.44750276,Tumor,BT_S2,opc
5.505217029,-65.55788,Tumor,BT_S2,Neoplastic
8.683461759,-66.03440041,Tumor,BT_S2,Neoplastic
2.357872689,-64.67592847,Tumor,BT_S2,Neoplastic
3.810953526,-65.54800625,Tumor,BT_S2,Neoplastic
1.058681007,-64.08605203,Tumor,BT_S2,Neoplastic
-57.78899057,43.88882369,Tumor,BT_S2,opc
-6.244739354,-57.75195062,Tumor,BT_S2,Neoplastic
3.114902917,-67.34401796,Tumor,BT_S2,Neoplastic
-41.99549011,40.32191788,Tumor,BT_S2,opc
8.353504901,-65.72899888,Tumor,BT_S2,Neoplastic
5.051051778,-65.73557718,Tumor,BT_S2,Neoplastic
7.144858157,-66.75819398,Tumor,BT_S2,Neoplastic
